Round,Date,Team 1,FT,HT,Team 2,Year,Country,FT Team 1,FT Team 2,HT Team 1,HT Team 2,GGD,Team 1 (pts),Team 2 (pts)
38,(Sat) 30 May 2009 (W22),AS Saint-Étienne ,4-0,1-0,Valenciennes FC ,2008,FR,4,0,1,0,4,3,0
38,(Sat) 30 May 2009 (W22),Toulouse FC ,0-0,0-0,Olympique Lyonnais ,2008,FR,0,0,0,0,0,1,1
1,(Sat) 8 Aug 2009 (W32),AJ Auxerre ,0-1,0-1,FC Sochaux-Montbéliard ,2009,FR,0,1,0,1,1,0,3
1,(Sat) 8 Aug 2009 (W32),Grenoble Foot 38 ,0-2,0-1,Olympique de Marseille ,2009,FR,0,2,0,1,2,0,3
1,(Sat) 8 Aug 2009 (W32),Le Mans FC ,2-2,1-1,Olympique Lyonnais ,2009,FR,2,2,1,1,0,1,1
1,(Sat) 8 Aug 2009 (W32),AS Monaco ,1-0,1-0,Toulouse FC ,2009,FR,1,0,1,0,1,3,0
1,(Sat) 8 Aug 2009 (W32),Montpellier HSC ,1-1,0-0,Paris Saint-Germain ,2009,FR,1,1,0,0,0,1,1
1,(Sat) 8 Aug 2009 (W32),Stade Rennais FC ,3-0,2-0,US Boulogne ,2009,FR,3,0,2,0,3,3,0
1,(Sat) 8 Aug 2009 (W32),AS Saint-Étienne ,0-2,0-1,OGC Nice ,2009,FR,0,2,0,1,2,0,3
1,(Sat) 8 Aug 2009 (W32),Valenciennes FC ,1-3,1-1,AS Nancy Lorraine ,2009,FR,1,3,1,1,2,0,3
1,(Sun) 9 Aug 2009 (W32),Girondins de Bordeaux ,4-1,1-1,RC Lens ,2009,FR,4,1,1,1,3,3,0
1,(Sun) 9 Aug 2009 (W32),Lille OSC ,1-2,0-1,FC Lorient ,2009,FR,1,2,0,1,1,0,3
2,(Sat) 15 Aug 2009 (W33),RC Lens ,2-0,1-0,AJ Auxerre ,2009,FR,2,0,1,0,2,3,0
2,(Sat) 15 Aug 2009 (W33),FC Lorient ,2-2,0-0,Montpellier HSC ,2009,FR,2,2,0,0,0,1,1
2,(Sat) 15 Aug 2009 (W33),Olympique Lyonnais ,1-0,1-0,Valenciennes FC ,2009,FR,1,0,1,0,1,3,0
2,(Sat) 15 Aug 2009 (W33),AS Nancy Lorraine ,4-0,2-0,AS Monaco ,2009,FR,4,0,2,0,4,3,0
2,(Sat) 15 Aug 2009 (W33),Paris Saint-Germain ,3-1,1-1,Le Mans FC ,2009,FR,3,1,1,1,2,3,0
2,(Sat) 15 Aug 2009 (W33),FC Sochaux-Montbéliard ,2-3,0-2,Girondins de Bordeaux ,2009,FR,2,3,0,2,1,0,3
2,(Sat) 15 Aug 2009 (W33),Toulouse FC ,3-1,1-1,AS Saint-Étienne ,2009,FR,3,1,1,1,2,3,0
2,(Sun) 16 Aug 2009 (W33),US Boulogne ,2-1,2-0,Grenoble Foot 38 ,2009,FR,2,1,2,0,1,3,0
2,(Sun) 16 Aug 2009 (W33),Olympique de Marseille ,1-0,1-0,Lille OSC ,2009,FR,1,0,1,0,1,3,0
2,(Sun) 16 Aug 2009 (W33),OGC Nice ,1-1,1-1,Stade Rennais FC ,2009,FR,1,1,1,1,0,1,1
3,(Sat) 22 Aug 2009 (W34),AJ Auxerre ,0-3,0-2,Olympique Lyonnais ,2009,FR,0,3,0,2,3,0,3
3,(Sat) 22 Aug 2009 (W34),Le Mans FC ,2-1,1-0,AS Nancy Lorraine ,2009,FR,2,1,1,0,1,3,0
3,(Sat) 22 Aug 2009 (W34),AS Monaco ,2-0,2-0,FC Lorient ,2009,FR,2,0,2,0,2,3,0
3,(Sat) 22 Aug 2009 (W34),Montpellier HSC ,2-0,0-0,FC Sochaux-Montbéliard ,2009,FR,2,0,0,0,2,3,0
3,(Sat) 22 Aug 2009 (W34),Stade Rennais FC ,1-1,1-0,Olympique de Marseille ,2009,FR,1,1,1,0,0,1,1
3,(Sat) 22 Aug 2009 (W34),AS Saint-Étienne ,0-1,0-1,US Boulogne ,2009,FR,0,1,0,1,1,0,3
3,(Sat) 22 Aug 2009 (W34),Valenciennes FC ,2-3,0-1,Paris Saint-Germain ,2009,FR,2,3,0,1,1,0,3
3,(Sun) 23 Aug 2009 (W34),Girondins de Bordeaux ,4-0,1-0,OGC Nice ,2009,FR,4,0,1,0,4,3,0
3,(Sun) 23 Aug 2009 (W34),Grenoble Foot 38 ,1-2,1-1,RC Lens ,2009,FR,1,2,1,1,1,0,3
3,(Sun) 23 Aug 2009 (W34),Lille OSC ,1-1,1-0,Toulouse FC ,2009,FR,1,1,1,0,0,1,1
4,(Sat) 29 Aug 2009 (W35),US Boulogne ,0-0,0-0,AJ Auxerre ,2009,FR,0,0,0,0,0,1,1
4,(Sat) 29 Aug 2009 (W35),RC Lens ,2-2,1-1,Stade Rennais FC ,2009,FR,2,2,1,1,0,1,1
4,(Sat) 29 Aug 2009 (W35),FC Lorient ,1-0,0-0,Le Mans FC ,2009,FR,1,0,0,0,1,3,0
4,(Sat) 29 Aug 2009 (W35),Olympique Lyonnais ,3-1,1-0,AS Nancy Lorraine ,2009,FR,3,1,1,0,2,3,0
4,(Sat) 29 Aug 2009 (W35),OGC Nice ,0-3,0-1,Montpellier HSC ,2009,FR,0,3,0,1,3,0,3
4,(Sat) 29 Aug 2009 (W35),FC Sochaux-Montbéliard ,1-0,1-0,AS Monaco ,2009,FR,1,0,1,0,1,3,0
4,(Sat) 29 Aug 2009 (W35),AS Saint-Étienne ,1-0,1-0,Grenoble Foot 38 ,2009,FR,1,0,1,0,1,3,0
4,(Sun) 30 Aug 2009 (W35),Olympique de Marseille ,0-0,0-0,Girondins de Bordeaux ,2009,FR,0,0,0,0,0,1,1
4,(Sun) 30 Aug 2009 (W35),Paris Saint-Germain ,3-0,1-0,Lille OSC ,2009,FR,3,0,1,0,3,3,0
4,(Sun) 30 Aug 2009 (W35),Toulouse FC ,0-1,0-0,Valenciennes FC ,2009,FR,0,1,0,0,1,0,3
5,(Sat) 12 Sep 2009 (W37),Girondins de Bordeaux ,1-0,1-0,Grenoble Foot 38 ,2009,FR,1,0,1,0,1,3,0
5,(Sat) 12 Sep 2009 (W37),Le Mans FC ,1-2,0-1,Olympique de Marseille ,2009,FR,1,2,0,1,1,0,3
5,(Sat) 12 Sep 2009 (W37),Lille OSC ,1-0,0-0,FC Sochaux-Montbéliard ,2009,FR,1,0,0,0,1,3,0
5,(Sat) 12 Sep 2009 (W37),Olympique Lyonnais ,1-0,0-0,FC Lorient ,2009,FR,1,0,0,0,1,3,0
5,(Sat) 12 Sep 2009 (W37),Montpellier HSC ,1-0,1-0,RC Lens ,2009,FR,1,0,1,0,1,3,0
5,(Sat) 12 Sep 2009 (W37),AS Nancy Lorraine ,0-0,0-0,Toulouse FC ,2009,FR,0,0,0,0,0,1,1
5,(Sat) 12 Sep 2009 (W37),Valenciennes FC ,1-1,0-0,US Boulogne ,2009,FR,1,1,0,0,0,1,1
5,(Sun) 13 Sep 2009 (W37),AJ Auxerre ,2-0,1-0,OGC Nice ,2009,FR,2,0,1,0,2,3,0
5,(Sun) 13 Sep 2009 (W37),AS Monaco ,2-0,0-0,Paris Saint-Germain ,2009,FR,2,0,0,0,2,3,0
5,(Sun) 13 Sep 2009 (W37),Stade Rennais FC ,1-0,0-0,AS Saint-Étienne ,2009,FR,1,0,0,0,1,3,0
6,(Sat) 19 Sep 2009 (W38),US Boulogne ,0-2,0-1,Girondins de Bordeaux ,2009,FR,0,2,0,1,2,0,3
6,(Sat) 19 Sep 2009 (W38),Grenoble Foot 38 ,0-4,0-3,Stade Rennais FC ,2009,FR,0,4,0,3,4,0,3
6,(Sat) 19 Sep 2009 (W38),FC Lorient ,3-1,1-0,AS Nancy Lorraine ,2009,FR,3,1,1,0,2,3,0
6,(Sat) 19 Sep 2009 (W38),Olympique de Marseille ,4-2,3-0,Montpellier HSC ,2009,FR,4,2,3,0,2,3,0
6,(Sat) 19 Sep 2009 (W38),OGC Nice ,1-3,1-2,AS Monaco ,2009,FR,1,3,1,2,2,0,3
6,(Sat) 19 Sep 2009 (W38),FC Sochaux-Montbéliard ,2-5,2-1,Valenciennes FC ,2009,FR,2,5,2,1,3,0,3
6,(Sat) 19 Sep 2009 (W38),AS Saint-Étienne ,1-1,1-0,AJ Auxerre ,2009,FR,1,1,1,0,0,1,1
6,(Sun) 20 Sep 2009 (W38),RC Lens ,1-1,0-0,Lille OSC ,2009,FR,1,1,0,0,0,1,1
6,(Sun) 20 Sep 2009 (W38),Paris Saint-Germain ,1-1,1-0,Olympique Lyonnais ,2009,FR,1,1,1,0,0,1,1
6,(Sun) 20 Sep 2009 (W38),Toulouse FC ,2-0,1-0,Le Mans FC ,2009,FR,2,0,1,0,2,3,0
7,(Sat) 26 Sep 2009 (W39),AJ Auxerre ,2-0,0-0,Grenoble Foot 38 ,2009,FR,2,0,0,0,2,3,0
7,(Sat) 26 Sep 2009 (W39),FC Lorient ,1-1,1-1,Paris Saint-Germain ,2009,FR,1,1,1,1,0,1,1
7,(Sat) 26 Sep 2009 (W39),Olympique Lyonnais ,2-1,0-1,Toulouse FC ,2009,FR,2,1,0,1,1,3,0
7,(Sat) 26 Sep 2009 (W39),AS Monaco ,1-2,0-1,AS Saint-Étienne ,2009,FR,1,2,0,1,1,0,3
7,(Sat) 26 Sep 2009 (W39),Montpellier HSC ,1-0,0-0,US Boulogne ,2009,FR,1,0,0,0,1,3,0
7,(Sat) 26 Sep 2009 (W39),AS Nancy Lorraine ,2-1,2-0,FC Sochaux-Montbéliard ,2009,FR,2,1,2,0,1,3,0
7,(Sat) 26 Sep 2009 (W39),Valenciennes FC ,3-2,2-2,Olympique de Marseille ,2009,FR,3,2,2,2,1,3,0
7,(Sun) 27 Sep 2009 (W39),Girondins de Bordeaux ,1-0,1-0,Stade Rennais FC ,2009,FR,1,0,1,0,1,3,0
7,(Sun) 27 Sep 2009 (W39),Le Mans FC ,3-0,2-0,RC Lens ,2009,FR,3,0,2,0,3,3,0
7,(Sun) 27 Sep 2009 (W39),Lille OSC ,1-1,0-0,OGC Nice ,2009,FR,1,1,0,0,0,1,1
8,(Sat) 3 Oct 2009 (W40),Grenoble Foot 38 ,2-3,0-2,Montpellier HSC ,2009,FR,2,3,0,2,1,0,3
8,(Sat) 3 Oct 2009 (W40),RC Lens ,0-2,0-1,Olympique Lyonnais ,2009,FR,0,2,0,1,2,0,3
8,(Sat) 3 Oct 2009 (W40),OGC Nice ,3-2,0-1,Valenciennes FC ,2009,FR,3,2,0,1,1,3,0
8,(Sat) 3 Oct 2009 (W40),Paris Saint-Germain ,1-1,1-1,AS Nancy Lorraine ,2009,FR,1,1,1,1,0,1,1
8,(Sat) 3 Oct 2009 (W40),Stade Rennais FC ,0-1,0-1,AJ Auxerre ,2009,FR,0,1,0,1,1,0,3
8,(Sat) 3 Oct 2009 (W40),FC Sochaux-Montbéliard ,1-0,0-0,Le Mans FC ,2009,FR,1,0,0,0,1,3,0
8,(Sat) 3 Oct 2009 (W40),AS Saint-Étienne ,3-1,2-0,Girondins de Bordeaux ,2009,FR,3,1,2,0,2,3,0
8,(Sun) 4 Oct 2009 (W40),US Boulogne ,2-3,2-1,Lille OSC ,2009,FR,2,3,2,1,1,0,3
8,(Sun) 4 Oct 2009 (W40),Olympique de Marseille ,1-2,0-2,AS Monaco ,2009,FR,1,2,0,2,1,0,3
8,(Sun) 4 Oct 2009 (W40),Toulouse FC ,0-1,0-0,FC Lorient ,2009,FR,0,1,0,0,1,0,3
9,(Sat) 17 Oct 2009 (W42),AJ Auxerre ,1-0,0-0,Girondins de Bordeaux ,2009,FR,1,0,0,0,1,3,0
9,(Sat) 17 Oct 2009 (W42),Le Mans FC ,1-1,0-0,US Boulogne ,2009,FR,1,1,0,0,0,1,1
9,(Sat) 17 Oct 2009 (W42),Lille OSC ,0-0,0-0,Stade Rennais FC ,2009,FR,0,0,0,0,0,1,1
9,(Sat) 17 Oct 2009 (W42),Olympique Lyonnais ,0-2,0-1,FC Sochaux-Montbéliard ,2009,FR,0,2,0,1,2,0,3
9,(Sat) 17 Oct 2009 (W42),Montpellier HSC ,2-1,0-0,AS Saint-Étienne ,2009,FR,2,1,0,0,1,3,0
9,(Sat) 17 Oct 2009 (W42),AS Nancy Lorraine ,0-3,0-1,Olympique de Marseille ,2009,FR,0,3,0,1,3,0,3
9,(Sat) 17 Oct 2009 (W42),Valenciennes FC ,2-0,2-0,Grenoble Foot 38 ,2009,FR,2,0,2,0,2,3,0
9,(Sun) 18 Oct 2009 (W42),FC Lorient ,4-1,1-0,OGC Nice ,2009,FR,4,1,1,0,3,3,0
9,(Sun) 18 Oct 2009 (W42),AS Monaco ,2-0,1-0,RC Lens ,2009,FR,2,0,1,0,2,3,0
9,(Sun) 18 Oct 2009 (W42),Toulouse FC ,1-0,0-0,Paris Saint-Germain ,2009,FR,1,0,0,0,1,3,0
10,(Sat) 24 Oct 2009 (W43),Girondins de Bordeaux ,3-0,1-0,Le Mans FC ,2009,FR,3,0,1,0,3,3,0
10,(Sat) 24 Oct 2009 (W43),US Boulogne ,1-3,0-1,AS Monaco ,2009,FR,1,3,0,1,2,0,3
10,(Sat) 24 Oct 2009 (W43),Grenoble Foot 38 ,1-2,0-0,AS Nancy Lorraine ,2009,FR,1,2,0,0,1,0,3
10,(Sat) 24 Oct 2009 (W43),OGC Nice ,4-1,2-0,Olympique Lyonnais ,2009,FR,4,1,2,0,3,3,0
10,(Sat) 24 Oct 2009 (W43),Stade Rennais FC ,3-0,1-0,Montpellier HSC ,2009,FR,3,0,1,0,3,3,0
10,(Sat) 24 Oct 2009 (W43),FC Sochaux-Montbéliard ,1-0,1-0,FC Lorient ,2009,FR,1,0,1,0,1,3,0
10,(Sat) 24 Oct 2009 (W43),AS Saint-Étienne ,0-2,0-1,Valenciennes FC ,2009,FR,0,2,0,1,2,0,3
10,(Sun) 25 Oct 2009 (W43),AJ Auxerre ,3-2,1-2,Lille OSC ,2009,FR,3,2,1,2,1,3,0
10,(Sun) 25 Oct 2009 (W43),RC Lens ,0-2,0-1,Toulouse FC ,2009,FR,0,2,0,1,2,0,3
10,(Sat) 31 Oct 2009 (W44),AJ Auxerre ,2-1,2-0,Montpellier HSC ,2009,FR,2,1,2,0,1,3,0
11,(Sat) 31 Oct 2009 (W44),Girondins de Bordeaux ,1-0,0-0,AS Monaco ,2009,FR,1,0,0,0,1,3,0
11,(Sat) 31 Oct 2009 (W44),US Boulogne ,1-2,1-1,AS Nancy Lorraine ,2009,FR,1,2,1,1,1,0,3
11,(Sat) 31 Oct 2009 (W44),Grenoble Foot 38 ,0-2,0-1,Lille OSC ,2009,FR,0,2,0,1,2,0,3
11,(Sat) 31 Oct 2009 (W44),RC Lens ,1-1,0-1,FC Lorient ,2009,FR,1,1,0,1,0,1,1
11,(Sat) 31 Oct 2009 (W44),Olympique de Marseille ,1-1,0-1,Toulouse FC ,2009,FR,1,1,0,1,0,1,1
11,(Sat) 31 Oct 2009 (W44),AS Saint-Étienne ,0-1,0-0,Olympique Lyonnais ,2009,FR,0,1,0,0,1,0,3
11,(Sun) 1 Nov 2009 (W44),OGC Nice ,1-0,1-0,Le Mans FC ,2009,FR,1,0,1,0,1,3,0
11,(Sun) 1 Nov 2009 (W44),Stade Rennais FC ,0-3,0-0,Valenciennes FC ,2009,FR,0,3,0,0,3,0,3
11,(Sun) 1 Nov 2009 (W44),FC Sochaux-Montbéliard ,1-4,0-1,Paris Saint-Germain ,2009,FR,1,4,0,1,3,0,3
11,(Sat) 7 Nov 2009 (W45),Le Mans FC ,0-1,0-0,AJ Auxerre ,2009,FR,0,1,0,0,1,0,3
12,(Sat) 7 Nov 2009 (W45),FC Lorient ,5-0,2-0,US Boulogne ,2009,FR,5,0,2,0,5,3,0
12,(Sat) 7 Nov 2009 (W45),AS Monaco ,0-0,0-0,Grenoble Foot 38 ,2009,FR,0,0,0,0,0,1,1
12,(Sat) 7 Nov 2009 (W45),AS Nancy Lorraine ,0-1,0-0,AS Saint-Étienne ,2009,FR,0,1,0,0,1,0,3
12,(Sat) 7 Nov 2009 (W45),Paris Saint-Germain ,0-1,0-0,OGC Nice ,2009,FR,0,1,0,0,1,0,3
12,(Sat) 7 Nov 2009 (W45),FC Sochaux-Montbéliard ,1-2,0-1,RC Lens ,2009,FR,1,2,0,1,1,0,3
12,(Sat) 7 Nov 2009 (W45),Valenciennes FC ,1-1,0-1,Montpellier HSC ,2009,FR,1,1,0,1,0,1,1
12,(Sun) 8 Nov 2009 (W45),Lille OSC ,2-0,0-0,Girondins de Bordeaux ,2009,FR,2,0,0,0,2,3,0
12,(Sun) 8 Nov 2009 (W45),Olympique Lyonnais ,5-5,2-2,Olympique de Marseille ,2009,FR,5,5,2,2,0,1,1
12,(Sun) 8 Nov 2009 (W45),Toulouse FC ,3-2,1-1,Stade Rennais FC ,2009,FR,3,2,1,1,1,3,0
12,(Fri) 20 Nov 2009 (W47),Olympique de Marseille ,1-0,1-0,Paris Saint-Germain ,2009,FR,1,0,1,0,1,3,0
13,(Sat) 21 Nov 2009 (W47),AJ Auxerre ,2-0,1-0,AS Monaco ,2009,FR,2,0,1,0,2,3,0
13,(Sat) 21 Nov 2009 (W47),Girondins de Bordeaux ,0-1,0-1,Valenciennes FC ,2009,FR,0,1,0,1,1,0,3
13,(Sat) 21 Nov 2009 (W47),Grenoble Foot 38 ,1-1,0-0,Olympique Lyonnais ,2009,FR,1,1,0,0,0,1,1
13,(Sat) 21 Nov 2009 (W47),RC Lens ,2-1,0-0,AS Nancy Lorraine ,2009,FR,2,1,0,0,1,3,0
13,(Sat) 21 Nov 2009 (W47),Stade Rennais FC ,2-1,1-0,Le Mans FC ,2009,FR,2,1,1,0,1,3,0
13,(Sun) 22 Nov 2009 (W47),Montpellier HSC ,2-0,0-0,Lille OSC ,2009,FR,2,0,0,0,2,3,0
13,(Sun) 22 Nov 2009 (W47),OGC Nice ,1-0,0-0,Toulouse FC ,2009,FR,1,0,0,0,1,3,0
13,(Sun) 22 Nov 2009 (W47),AS Saint-Étienne ,0-2,0-2,FC Lorient ,2009,FR,0,2,0,2,2,0,3
13,(Sat) 28 Nov 2009 (W48),RC Lens ,1-0,0-0,Olympique de Marseille ,2009,FR,1,0,0,0,1,3,0
13,(Sat) 28 Nov 2009 (W48),Lille OSC ,4-0,1-0,Valenciennes FC ,2009,FR,4,0,1,0,4,3,0
14,(Sat) 28 Nov 2009 (W48),FC Lorient ,2-2,1-0,Grenoble Foot 38 ,2009,FR,2,2,1,0,0,1,1
14,(Sat) 28 Nov 2009 (W48),Paris Saint-Germain ,1-0,0-0,AJ Auxerre ,2009,FR,1,0,0,0,1,3,0
14,(Sat) 28 Nov 2009 (W48),FC Sochaux-Montbéliard ,1-0,1-0,OGC Nice ,2009,FR,1,0,1,0,1,3,0
14,(Sat) 28 Nov 2009 (W48),Toulouse FC ,1-0,1-0,US Boulogne ,2009,FR,1,0,1,0,1,3,0
14,(Sun) 29 Nov 2009 (W48),Le Mans FC ,1-1,0-1,AS Saint-Étienne ,2009,FR,1,1,0,1,0,1,1
14,(Sun) 29 Nov 2009 (W48),Olympique Lyonnais ,1-1,1-1,Stade Rennais FC ,2009,FR,1,1,1,1,0,1,1
14,(Sun) 29 Nov 2009 (W48),AS Nancy Lorraine ,0-3,0-1,Girondins de Bordeaux ,2009,FR,0,3,0,1,3,0,3
14,(Wed) 2 Dec 2009 (W49),US Boulogne ,2-5,1-0,Paris Saint-Germain ,2009,FR,2,5,1,0,3,0,3
14,(Sat) 5 Dec 2009 (W49),Girondins de Bordeaux ,1-0,1-0,Paris Saint-Germain ,2009,FR,1,0,1,0,1,3,0
14,(Sat) 5 Dec 2009 (W49),Montpellier HSC ,2-1,1-0,Le Mans FC ,2009,FR,2,1,1,0,1,3,0
15,(Sat) 5 Dec 2009 (W49),OGC Nice ,1-3,1-1,Olympique de Marseille ,2009,FR,1,3,1,1,2,0,3
15,(Sat) 5 Dec 2009 (W49),Stade Rennais FC ,1-0,1-0,FC Lorient ,2009,FR,1,0,1,0,1,3,0
15,(Sat) 5 Dec 2009 (W49),AS Saint-Étienne ,0-0,0-0,FC Sochaux-Montbéliard ,2009,FR,0,0,0,0,0,1,1
15,(Sat) 5 Dec 2009 (W49),Valenciennes FC ,3-1,1-0,AS Monaco ,2009,FR,3,1,1,0,2,3,0
15,(Sun) 6 Dec 2009 (W49),AJ Auxerre ,1-3,1-1,AS Nancy Lorraine ,2009,FR,1,3,1,1,2,0,3
15,(Sun) 6 Dec 2009 (W49),US Boulogne ,2-1,2-1,RC Lens ,2009,FR,2,1,2,1,1,3,0
15,(Sun) 6 Dec 2009 (W49),Grenoble Foot 38 ,1-0,0-0,Toulouse FC ,2009,FR,1,0,0,0,1,3,0
15,(Sun) 6 Dec 2009 (W49),Lille OSC ,4-3,1-3,Olympique Lyonnais ,2009,FR,4,3,1,3,1,3,0
15,(Thu) 10 Dec 2009 (W50),Lille OSC ,4-0,1-0,AS Saint-Étienne ,2009,FR,4,0,1,0,4,3,0
15,(Thu) 10 Dec 2009 (W50),Toulouse FC ,2-0,0-0,FC Sochaux-Montbéliard ,2009,FR,2,0,0,0,2,3,0
16,(Sat) 12 Dec 2009 (W50),Le Mans FC ,2-1,1-1,Valenciennes FC ,2009,FR,2,1,1,1,1,3,0
16,(Sat) 12 Dec 2009 (W50),RC Lens ,2-0,2-0,OGC Nice ,2009,FR,2,0,2,0,2,3,0
16,(Sat) 12 Dec 2009 (W50),FC Lorient ,0-0,0-0,AJ Auxerre ,2009,FR,0,0,0,0,0,1,1
16,(Sat) 12 Dec 2009 (W50),Olympique de Marseille ,2-0,0-0,US Boulogne ,2009,FR,2,0,0,0,2,3,0
16,(Sat) 12 Dec 2009 (W50),AS Nancy Lorraine ,1-2,1-0,Stade Rennais FC ,2009,FR,1,2,1,0,1,0,3
16,(Sun) 13 Dec 2009 (W50),Olympique Lyonnais ,0-1,0-0,Girondins de Bordeaux ,2009,FR,0,1,0,0,1,0,3
16,(Sun) 13 Dec 2009 (W50),AS Monaco ,0-4,0-1,Lille OSC ,2009,FR,0,4,0,1,4,0,3
16,(Sun) 13 Dec 2009 (W50),Paris Saint-Germain ,3-0,3-0,AS Saint-Étienne ,2009,FR,3,0,3,0,3,3,0
16,(Sun) 13 Dec 2009 (W50),FC Sochaux-Montbéliard ,1-0,1-0,Grenoble Foot 38 ,2009,FR,1,0,1,0,1,3,0
16,(Sun) 13 Dec 2009 (W50),Toulouse FC ,0-1,0-1,Montpellier HSC ,2009,FR,0,1,0,1,1,0,3
17,(Tue) 15 Dec 2009 (W51),Valenciennes FC ,0-0,0-0,AJ Auxerre ,2009,FR,0,0,0,0,0,1,1
17,(Wed) 16 Dec 2009 (W51),Le Mans FC ,1-0,1-0,Grenoble Foot 38 ,2009,FR,1,0,1,0,1,3,0
17,(Wed) 16 Dec 2009 (W51),FC Lorient ,1-2,0-0,Olympique de Marseille ,2009,FR,1,2,0,0,1,0,3
17,(Wed) 16 Dec 2009 (W51),Olympique Lyonnais ,2-0,0-0,US Boulogne ,2009,FR,2,0,0,0,2,3,0
17,(Wed) 16 Dec 2009 (W51),AS Monaco ,1-0,1-0,Stade Rennais FC ,2009,FR,1,0,1,0,1,3,0
17,(Wed) 16 Dec 2009 (W51),Montpellier HSC ,0-1,0-0,Girondins de Bordeaux ,2009,FR,0,1,0,0,1,0,3
17,(Wed) 16 Dec 2009 (W51),AS Nancy Lorraine ,2-0,0-0,OGC Nice ,2009,FR,2,0,0,0,2,3,0
17,(Wed) 16 Dec 2009 (W51),Paris Saint-Germain ,1-1,0-0,RC Lens ,2009,FR,1,1,0,0,0,1,1
17,(Sat) 19 Dec 2009 (W51),Girondins de Bordeaux ,4-1,2-0,FC Lorient ,2009,FR,4,1,2,0,3,3,0
17,(Sat) 19 Dec 2009 (W51),Grenoble Foot 38 ,1-1,0-0,OGC Nice ,2009,FR,1,1,0,0,0,1,1
18,(Sat) 19 Dec 2009 (W51),Montpellier HSC ,0-2,0-2,AS Nancy Lorraine ,2009,FR,0,2,0,2,2,0,3
18,(Sat) 19 Dec 2009 (W51),Stade Rennais FC ,1-0,1-0,Paris Saint-Germain ,2009,FR,1,0,1,0,1,3,0
18,(Sat) 19 Dec 2009 (W51),AS Saint-Étienne ,0-0,0-0,Olympique de Marseille ,2009,FR,0,0,0,0,0,1,1
18,(Sat) 19 Dec 2009 (W51),Valenciennes FC ,0-0,0-0,RC Lens ,2009,FR,0,0,0,0,0,1,1
18,(Sun) 20 Dec 2009 (W51),AJ Auxerre ,1-1,0-1,Toulouse FC ,2009,FR,1,1,0,1,0,1,1
18,(Sun) 20 Dec 2009 (W51),Lille OSC ,3-0,3-0,Le Mans FC ,2009,FR,3,0,3,0,3,3,0
18,(Sun) 20 Dec 2009 (W51),AS Monaco ,1-1,1-1,Olympique Lyonnais ,2009,FR,1,1,1,1,0,1,1
18,(Tue) 22 Dec 2009 (W52),RC Lens ,1-0,0-0,AS Saint-Étienne ,2009,FR,1,0,0,0,1,3,0
18,(Wed) 23 Dec 2009 (W52),Le Mans FC ,1-1,1-0,AS Monaco ,2009,FR,1,1,1,0,0,1,1
18,(Wed) 23 Dec 2009 (W52),FC Lorient ,3-2,1-2,Valenciennes FC ,2009,FR,3,2,1,2,1,3,0
19,(Wed) 23 Dec 2009 (W52),Olympique Lyonnais ,1-2,0-0,Montpellier HSC ,2009,FR,1,2,0,0,1,0,3
19,(Wed) 23 Dec 2009 (W52),Olympique de Marseille ,0-2,0-1,AJ Auxerre ,2009,FR,0,2,0,1,2,0,3
19,(Wed) 23 Dec 2009 (W52),AS Nancy Lorraine ,0-4,0-1,Lille OSC ,2009,FR,0,4,0,1,4,0,3
19,(Wed) 23 Dec 2009 (W52),OGC Nice ,2-2,0-0,US Boulogne ,2009,FR,2,2,0,0,0,1,1
19,(Wed) 23 Dec 2009 (W52),Paris Saint-Germain ,4-0,2-0,Grenoble Foot 38 ,2009,FR,4,0,2,0,4,3,0
19,(Wed) 23 Dec 2009 (W52),FC Sochaux-Montbéliard ,2-0,1-0,Stade Rennais FC ,2009,FR,2,0,1,0,2,3,0
19,(Wed) 23 Dec 2009 (W52),Toulouse FC ,1-2,1-1,Girondins de Bordeaux ,2009,FR,1,2,1,1,1,0,3
19,(Wed) 13 Jan 2010 (W2),US Boulogne ,0-0,0-0,FC Sochaux-Montbéliard ,2009,FR,0,0,0,0,0,1,1
19,(Wed) 13 Jan 2010 (W2),AS Monaco ,4-0,1-0,Montpellier HSC ,2009,FR,4,0,1,0,4,3,0
19,(Sat) 16 Jan 2010 (W2),AJ Auxerre ,0-0,0-0,US Boulogne ,2009,FR,0,0,0,0,0,1,1
20,(Sat) 16 Jan 2010 (W2),Grenoble Foot 38 ,1-2,1-2,AS Saint-Étienne ,2009,FR,1,2,1,2,1,0,3
20,(Sat) 16 Jan 2010 (W2),Le Mans FC ,0-3,0-2,FC Lorient ,2009,FR,0,3,0,2,3,0,3
20,(Sat) 16 Jan 2010 (W2),Lille OSC ,3-1,1-0,Paris Saint-Germain ,2009,FR,3,1,1,0,2,3,0
20,(Sat) 16 Jan 2010 (W2),AS Monaco ,2-0,0-0,FC Sochaux-Montbéliard ,2009,FR,2,0,0,0,2,3,0
20,(Sat) 16 Jan 2010 (W2),Montpellier HSC ,1-0,0-0,OGC Nice ,2009,FR,1,0,0,0,1,3,0
20,(Sat) 16 Jan 2010 (W2),AS Nancy Lorraine ,0-2,0-0,Olympique Lyonnais ,2009,FR,0,2,0,0,2,0,3
20,(Sat) 16 Jan 2010 (W2),Stade Rennais FC ,1-1,0-0,RC Lens ,2009,FR,1,1,0,0,0,1,1
